StartingYear,StartingSemester,FldCode,EduSecCode,TahsilHoze,Feqh,age,nationality,locality,LocationCityId,MaritalStatus,NumChildren,MilitaryStatus,Gallantry,PhysicalStatus,LesTotalUnit,IsPassedUnit,termCount,VocationCount,Avg1,Avg2,Avg3,Avg4,Avg5,Avg6,Avg7,Avg8,Avg9,Avg10,Avg11,Avg12,SelectedUnit1,SelectedUnit2,SelectedUnit3,SelectedUnit4,SelectedUnit5,SelectedUnit6,SelectedUnit7,SelectedUnit8,SelectedUnit9,SelectedUnit10,SelectedUnit11,SelectedUnit12,PassedUnit1,PassedUnit2,PassedUnit3,PassedUnit4,PassedUnit5,PassedUnit6,PassedUnit7,PassedUnit8,PassedUnit9,PassedUnit10,PassedUnit11,PassedUnit12,AbsentNo1,AbsentNo2,AbsentNo3,AbsentNo4,AbsentNo5,AbsentNo6,AbsentNo7,AbsentNo8,AbsentNo9,AbsentNo10,AbsentNo11,AbsentNo12,AbsentNoAll,AdmCode,SentArticle,SentArticleAccept,StudyHours1,StudyHours2,StudyHours3,StudyHours4,StudyHours5,StudyHours6,StudyHours7,StudyHours8,StudyHours9,StudyHours10,StudyHours11,StudyHours12,StudyHoursSum,TotalAve
1392,1,25,2,1,0,31,8,2,26,2,1,1,0,1,169,143,12,0,14.65,15.17,14.68,12.26,14.26,12.74,14.50,13.18,12.85,14.50,13.25,16.62,17,18,17,19,17,18,12,14,10,10,6,4,17,18,16,11,12,15,12,12,7,8,6,4,24,5,17,13,9,6,15,11,9,2,1,6,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C
1392,1,25,2,1,0,26,8,1,26,2,0,1,0,1,143,143,10,0,19.29,17.72,18.00,16.45,18.08,17.22,16.21,15.89,18.40,16.60,0.00,0.00,17,18,17,14,13,17,19,14,5,5,0,0,17,18,17,14,13,17,19,14,5,5,0,0,3,10,15,17,4,12,18,12,4,0,0,0,95,1,0,0,135,75,120,75,135,155,174,190,0,0,0,0,1059,B
1392,1,25,2,1,0,23,8,2,26,2,0,1,0,1,146,146,10,0,17.32,17.06,17.85,15.69,15.09,14.51,17.34,16.11,0.00,17.00,0.00,0.00,17,18,17,16,17,18,17,14,0,3,0,0,17,18,17,16,17,18,17,14,0,3,0,0,7,14,17,21,14,13,18,25,22,0,0,0,151,1,0,0,0,0,95,63,186,107,120,170,63,0,0,0,804,B
1392,1,25,2,5,0,24,8,1,26,2,0,1,0,1,143,143,10,0,13.82,14.64,16.68,16.78,17.69,15.35,15.74,16.36,16.50,16.00,0.00,0.00,17,18,17,18,13,18,17,11,5,5,0,0,17,18,17,18,13,18,17,11,5,5,0,0,4,18,0,16,12,16,18,13,2,0,0,0,97,1,0,0,0,0,50,26,30,40,55,10,0,0,0,0,211,C
1392,1,24,2,5,0,28,8,1,26,2,0,1,0,1,143,143,8,0,18.94,17.89,17.85,17.49,19.53,19.35,18.00,16.81,0.00,0.00,0.00,0.00,17,18,17,18,19,17,17,18,0,0,0,0,17,18,17,18,19,17,17,18,0,0,0,0,13,21,19,23,24,20,22,33,0,0,0,0,175,1,0,0,0,0,51,50,191,294,108,53,0,0,0,0,747,A
1392,1,24,2,5,0,24,8,1,26,1,0,1,0,1,141,141,8,0,18.65,19.06,18.85,18.58,19.18,19.62,19.44,18.31,0.00,0.00,0.00,0.00,17,18,17,18,19,17,19,16,0,0,0,0,17,18,17,18,19,17,19,16,0,0,0,0,18,7,10,8,8,7,6,12,0,0,0,0,74,1,0,0,75,40,0,0,0,31,0,0,0,0,0,0,146,A
1392,1,24,2,1,0,26,8,2,26,2,0,1,0,1,141,141,8,0,18.06,17.08,18.85,17.17,16.47,18.59,17.21,16.94,0.00,0.00,0.00,0.00,17,18,17,18,17,17,19,18,0,0,0,0,17,18,17,18,17,17,19,18,0,0,0,0,10,16,12,21,16,16,13,15,0,0,0,0,117,1,0,0,42,26,80,80,200,150,250,200,0,0,0,0,1028,B
1392,1,24,2,5,0,27,8,2,26,2,0,1,0,1,141,141,8,0,16.00,18.39,18.53,17.36,19.43,17.71,17.53,17.00,0.00,0.00,0.00,0.00,17,18,17,18,15,17,17,18,0,0,0,0,17,18,17,18,15,17,17,18,0,0,0,0,5,10,6,8,3,4,13,9,0,0,0,0,57,1,2,0,148,88,90,120,50,80,181,317,0,0,0,0,1074,B
1392,1,24,2,1,0,25,8,1,26,2,0,1,0,1,169,141,12,0,15.82,14.92,14.46,14.43,17.18,16.57,15.28,16.19,14.16,11.50,17.38,17.00,17,18,13,18,19,21,18,16,11,6,4,6,17,14,9,14,15,17,18,16,7,2,4,6,7,17,11,19,11,7,13,12,9,5,6,9,124,1,0,0,126,125,73,118,143,105,110,57,25,0,0,0,882,B
1392,1,47,2,5,0,24,8,2,26,2,0,1,0,1,143,143,8,0,19.53,19.67,19.65,19.64,19.11,18.58,19.18,18.48,0.00,0.00,0.00,0.00,17,18,17,18,18,18,17,20,0,0,0,0,17,18,17,18,18,18,17,20,0,0,0,0,7,4,3,10,4,4,10,8,0,0,0,0,49,1,0,0,104,105,93,148,100,10,50,100,0,0,0,0,710,A
1392,1,47,2,5,0,29,8,1,26,2,0,1,0,1,143,143,8,0,20.00,19.33,19.41,19.50,19.28,18.97,19.56,18.72,0.00,0.00,0.00,0.00,19,18,19,16,18,18,17,18,0,0,0,0,19,18,19,16,18,18,17,18,0,0,0,0,4,0,7,6,2,6,0,8,0,0,0,0,33,1,0,0,77,136,0,54,50,60,50,0,0,0,0,0,427,A
1392,1,47,2,4,0,35,8,1,26,2,2,1,0,1,143,143,8,0,19.65,18.58,19.88,19.78,19.22,19.22,19.56,18.11,0.00,0.00,0.00,0.00,17,20,17,18,18,18,17,18,0,0,0,0,17,20,17,18,18,18,17,18,0,0,0,0,0,0,4,9,0,0,8,3,0,0,0,0,24,1,0,0,145,140,190,150,150,95,73,72,0,0,0,0,1015,A
1392,1,47,2,1,1,28,8,1,26,1,0,1,0,1,163,143,10,1,18.82,18.61,18.24,16.50,16.33,18.03,16.21,0.00,0.00,18.30,0.00,0.00,17,18,17,18,18,18,17,18,0,20,0,0,17,18,17,18,16,18,17,0,0,20,0,0,7,4,10,11,11,8,6,6,0,0,0,0,62,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,50,B
1392,1,47,2,5,0,23,8,1,26,2,0,1,0,1,143,143,8,0,18.76,18.92,19.65,19.58,19.44,19.42,19.82,18.61,0.00,0.00,0.00,0.00,17,18,17,18,18,18,17,20,0,0,0,0,17,18,17,18,18,18,17,20,0,0,0,0,7,14,11,18,7,7,16,12,0,0,0,0,91,1,0,0,0,0,0,25,60,0,50,0,0,0,0,0,135,A
1392,1,47,2,5,0,27,8,1,26,2,1,1,0,1,143,143,8,0,18.00,18.89,18.26,15.64,17.28,17.44,17.65,16.86,0.00,0.00,0.00,0.00,17,18,17,18,18,18,17,18,0,0,0,0,17,18,17,18,18,18,17,18,0,0,0,0,1,3,9,12,2,6,1,9,0,0,0,0,42,1,0,0,148,80,140,130,100,50,50,0,0,0,0,0,698,B
1392,1,47,2,1,0,26,8,2,26,1,0,1,0,1,147,145,8,0,15.29,17.06,16.74,15.94,17.71,17.09,15.61,12.70,0.00,0.00,0.00,0.00,17,18,17,16,14,16,9,20,0,0,0,0,17,18,17,16,14,16,9,18,0,0,0,0,21,13,20,19,14,14,70,42,0,0,0,0,212,1,0,0,0,0,30,75,45,20,20,0,0,0,0,0,190,C
1392,1,47,2,5,0,19,8,1,26,1,0,3,0,1,157,143,10,0,17.65,15.25,16.38,14.97,14.07,13.12,15.06,14.28,19.50,16.38,0.00,0.00,17,16,17,18,14,16,16,18,5,16,0,0,17,12,17,16,14,10,16,16,5,16,0,0,10,6,15,11,7,10,14,16,2,0,0,0,91,1,0,0,0,31,30,60,30,20,40,0,0,0,0,0,211,B
1392,1,29,2,5,0,28,8,1,26,2,0,1,0,1,143,143,10,0,19.88,19.36,18.53,18.86,18.14,18.09,17.54,16.57,17.75,16.42,0.00,0.00,17,18,17,18,18,16,13,14,4,8,0,0,17,18,17,18,18,16,13,14,4,8,0,0,3,16,9,11,13,7,13,5,0,5,0,0,81,1,0,0,151,46,35,68,88,75,75,0,0,0,0,0,538,A
1394,1,35,2,1,1,27,8,2,26,2,1,1,0,1,143,143,8,0,19.50,19.75,19.41,18.26,19.35,19.39,18.59,18.19,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,8,14,9,8,15,11,18,15,0,0,0,0,96,1,0,0,91,50,80,58,185,96,143,174,0,0,0,0,877,A
1394,1,35,2,1,1,30,8,2,26,2,1,1,0,1,147,143,8,0,18.18,18.00,17.15,17.36,16.80,16.94,15.32,15.08,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,18,0,0,0,0,17,18,17,16,20,18,17,16,0,0,0,0,5,8,4,6,12,12,12,10,0,0,0,0,68,1,0,0,206,320,291,323,273,209,298,262,0,0,0,0,2182,B
1394,1,32,2,1,1,28,8,2,26,2,1,1,0,1,143,143,8,0,19.94,19.89,20.00,19.86,19.27,19.89,20.00,20.00,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,5,1,7,2,8,3,13,12,0,0,0,0,50,1,0,0,281,100,154,90,175,173,182,203,0,0,0,0,1358,A
1392,1,35,2,3,0,23,8,1,26,2,0,1,0,1,143,143,8,0,19.68,18.75,19.54,19.00,18.93,19.05,18.03,18.82,0.00,0.00,0.00,0.00,19,14,13,16,22,22,17,20,0,0,0,0,19,14,13,16,22,22,17,20,0,0,0,0,0,0,0,0,18,15,15,24,0,0,0,0,72,1,0,0,0,0,0,0,120,180,440,330,0,0,0,0,1070,A
1394,1,29,2,1,1,21,8,1,26,2,0,1,0,1,145,143,8,0,19.00,18.58,18.47,14.61,17.35,16.14,18.38,17.61,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,18,0,0,0,0,19,18,17,18,20,16,17,18,0,0,0,0,5,12,12,17,14,13,9,11,0,0,0,0,92,1,0,0,30,35,97,0,40,42,132,76,0,0,0,0,452,B
1394,1,28,2,1,1,23,8,1,26,2,0,1,0,1,143,143,8,0,19.15,19.25,18.24,18.25,19.30,17.72,18.24,17.62,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,4,9,6,19,14,12,11,27,0,0,0,0,102,1,0,0,108,48,90,121,130,137,125,128,0,0,0,0,887,A
1394,1,33,2,1,1,20,8,2,26,2,0,1,0,1,145,143,8,0,19.21,18.17,19.06,18.06,18.77,17.17,18.24,16.66,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,16,17,16,0,0,0,0,3,15,18,16,12,15,17,17,0,0,0,0,112,1,0,0,75,71,50,91,155,50,121,30,0,0,0,0,643,A
1394,1,28,2,1,1,21,8,1,26,2,0,1,0,1,147,143,8,0,18.91,18.75,18.26,16.22,18.15,16.89,17.29,18.47,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,17,20,18,14,16,0,0,0,0,6,19,17,22,18,23,16,19,0,0,0,0,138,1,0,0,0,80,50,100,30,80,20,30,0,0,0,0,390,A
1394,1,31,2,1,1,20,8,1,26,2,0,1,0,1,145,143,8,0,18.91,17.25,18.03,16.14,18.90,16.94,17.53,17.19,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,15,18,20,18,17,16,0,0,0,0,9,12,19,9,15,16,18,19,0,0,0,0,116,1,1,1,50,20,20,20,0,0,70,145,0,0,0,0,325,B
1394,1,35,2,1,1,35,8,1,26,2,1,1,0,1,143,143,8,0,18.79,18.22,17.12,18.31,18.55,18.81,16.85,18.44,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,0,0,6,3,3,2,8,0,0,0,0,0,20,1,0,0,0,50,197,146,168,211,208,234,0,0,0,0,1214,A
1394,1,25,2,1,1,25,8,1,26,2,0,1,0,1,152,147,8,0,18.50,16.78,17.26,18.08,17.74,13.77,14.33,16.57,0.00,0.00,0.00,0.00,17,18,17,18,20,16,12,22,0,0,0,0,17,18,17,18,20,14,9,22,0,0,0,0,4,7,8,8,5,3,8,10,0,0,0,0,52,1,0,0,0,51,53,88,126,26,53,66,0,0,0,0,463,B
1394,1,31,2,1,1,19,8,2,26,2,0,1,0,1,147,143,8,0,19.44,19.36,19.76,18.81,19.50,18.92,18.58,18.50,0.00,0.00,0.00,0.00,17,18,17,18,20,18,19,16,0,0,0,0,17,18,17,18,20,18,19,12,0,0,0,0,1,5,9,14,19,13,8,13,0,0,0,0,80,1,0,0,57,62,50,39,150,104,150,115,0,0,0,0,727,A
1394,1,35,2,1,1,27,8,1,26,2,1,1,0,1,143,143,8,0,19.53,19.83,19.82,17.86,18.75,18.33,18.68,18.59,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,2,4,7,15,12,10,15,13,0,0,0,0,77,1,0,0,0,40,38,60,50,50,115,160,0,0,0,0,513,A
1394,1,25,2,1,1,25,8,2,26,2,0,1,0,1,158,147,8,0,17.47,16.19,18.29,14.08,15.46,16.17,17.50,16.08,0.00,0.00,0.00,0.00,19,18,17,18,20,16,12,22,0,0,0,0,19,13,17,15,20,16,12,19,0,0,0,0,9,8,16,16,17,9,7,16,0,0,0,0,98,1,0,0,0,0,90,60,120,80,95,50,0,0,0,0,495,B
1394,1,28,2,1,1,23,8,2,26,2,1,1,0,1,143,143,8,0,19.71,19.31,18.74,18.83,19.32,18.81,18.00,18.28,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,4,11,17,20,19,19,20,14,0,0,0,0,124,1,0,0,100,50,39,49,45,70,100,95,0,0,0,0,548,A
1394,1,28,2,1,1,26,8,1,26,2,0,1,0,1,143,143,8,0,19.80,17.67,19.88,19.22,19.12,19.14,19.47,19.19,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,7,11,13,15,17,20,20,14,0,0,0,0,116,1,0,0,0,50,94,86,131,127,102,102,0,0,0,0,692,A
1394,1,27,2,1,1,20,8,1,26,2,0,1,0,1,143,143,8,0,18.38,17.28,19.47,18.36,18.85,17.28,18.13,18.78,0.00,0.00,0.00,0.00,17,18,17,18,20,16,19,18,0,0,0,0,17,18,17,18,20,16,19,18,0,0,0,0,6,11,12,15,14,8,17,19,0,0,0,0,102,1,0,0,55,24,74,17,0,0,0,0,0,0,0,0,170,A
1394,1,32,2,5,1,26,8,1,26,2,1,1,0,1,143,143,8,0,18.38,16.58,17.71,16.47,17.23,17.47,17.62,16.56,0.00,0.00,0.00,0.00,17,18,19,18,20,18,17,16,0,0,0,0,17,18,19,18,20,18,17,16,0,0,0,0,0,7,18,11,22,15,16,11,0,0,0,0,99,1,0,0,153,200,200,280,150,235,250,248,0,0,0,0,1716,B
1394,1,29,2,1,1,29,8,1,26,2,0,1,0,1,143,143,8,0,19.59,19.94,19.88,19.61,19.90,18.94,18.91,19.38,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,2,0,8,3,7,5,8,8,0,0,0,0,41,1,0,0,171,180,210,376,242,285,329,336,0,0,0,0,2129,A
1394,1,33,2,1,1,28,8,1,26,2,1,1,0,1,147,143,8,0,20.00,19.67,19.53,19.64,17.90,18.89,19.59,19.44,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,16,18,17,16,0,0,0,0,10,8,20,22,14,11,9,11,0,0,0,0,103,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,A
1394,1,29,2,5,1,21,8,1,26,1,0,1,0,1,145,143,8,0,19.85,19.61,20.00,19.78,19.95,19.31,19.74,19.25,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,16,17,16,0,0,0,0,1,3,13,15,12,5,11,11,0,0,0,0,70,1,1,0,245,170,185,235,250,200,250,270,0,0,0,0,1805,A
1394,1,35,2,1,1,29,8,1,26,2,0,1,0,1,143,143,8,0,19.03,18.06,18.82,17.11,18.98,17.69,17.89,17.91,0.00,0.00,0.00,0.00,17,18,17,18,20,18,19,16,0,0,0,0,17,18,17,18,20,18,19,16,0,0,0,0,8,4,5,10,11,5,6,9,0,0,0,0,57,1,0,0,250,200,250,150,250,200,250,250,0,0,0,0,1800,A
1394,1,33,2,1,1,30,8,1,26,2,2,1,5,1,151,143,8,0,19.29,17.47,18.71,16.39,17.45,17.03,16.59,13.31,0.00,0.00,0.00,0.00,19,18,17,18,20,18,16,21,0,0,0,0,19,18,17,13,20,18,16,18,0,0,0,0,8,11,12,17,10,7,16,15,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B
1394,1,35,2,1,1,25,8,2,26,2,1,1,0,1,143,143,8,0,19.45,19.17,19.82,17.89,18.50,18.42,17.18,18.06,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,0,0,8,5,11,9,17,9,0,0,0,0,57,1,0,0,0,76,62,60,58,65,116,69,0,0,0,0,506,A
1394,1,27,2,5,1,22,8,2,26,2,0,1,0,1,145,143,8,0,19.76,19.14,17.82,19.67,16.50,19.41,17.58,17.25,0.00,0.00,0.00,0.00,17,18,19,18,20,16,19,18,0,0,0,0,17,18,19,18,18,16,19,18,0,0,0,0,12,11,17,15,16,8,15,13,0,0,0,0,106,1,0,0,154,30,60,52,164,220,228,243,0,0,0,0,1151,A
1394,1,29,2,1,1,23,8,1,26,2,0,1,0,1,143,143,8,0,19.47,18.56,19.53,19.56,19.35,17.19,18.82,19.75,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,5,14,12,15,21,11,5,4,0,0,0,0,86,1,0,0,29,36,55,119,141,126,280,210,0,0,0,0,996,A
1394,1,33,2,1,1,27,8,1,26,2,1,1,0,1,147,143,8,0,18.06,17.89,17.79,17.64,15.90,16.80,15.44,14.94,0.00,0.00,0.00,0.00,19,18,17,18,20,18,16,18,0,0,0,0,19,18,15,18,20,16,16,18,0,0,0,0,11,18,17,21,14,9,13,16,0,0,0,0,119,1,0,0,0,0,30,100,0,90,50,50,0,0,0,0,320,B
1394,1,28,2,1,1,23,8,2,26,2,2,1,0,1,147,143,8,0,19.06,19.00,18.88,18.89,18.75,18.69,18.76,18.31,0.00,0.00,0.00,0.00,17,18,21,18,20,18,17,16,0,0,0,0,17,14,21,18,20,18,17,16,0,0,0,0,9,7,8,11,12,3,6,6,0,0,0,0,61,1,0,0,0,37,120,69,199,287,167,280,0,0,0,0,1159,A
1394,1,28,2,1,1,25,8,1,26,2,0,1,0,1,143,143,8,0,19.11,19.06,18.82,17.89,19.10,19.19,18.97,18.78,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,5,15,8,19,20,15,10,16,0,0,0,0,107,1,0,0,30,0,40,0,0,0,0,50,0,0,0,0,120,A
1394,1,25,2,1,1,26,8,1,26,2,0,1,0,1,151,147,8,0,18.84,18.61,19.76,18.33,19.17,17.88,19.30,17.00,0.00,0.00,0.00,0.00,19,18,17,18,20,18,12,22,0,0,0,0,19,18,17,18,18,18,10,22,0,0,0,0,5,11,11,18,12,7,7,18,0,0,0,0,88,1,0,0,11,31,30,0,30,40,74,30,0,0,0,0,246,A
1394,1,35,2,1,0,25,8,1,26,2,0,1,0,1,143,143,8,0,18.71,18.11,19.47,18.33,19.52,18.50,18.35,17.84,0.00,0.00,0.00,0.00,19,18,17,18,20,18,17,16,0,0,0,0,19,18,17,18,20,18,17,16,0,0,0,0,2,5,14,16,12,9,15,12,0,0,0,0,84,1,0,0,22,50,75,50,80,40,150,160,0,0,0,0,627,A
1392,1,29,2,3,0,27,8,1,26,2,1,1,0,1,143,143,10,2,18.43,18.87,0.00,0.00,17.38,18.05,18.53,18.25,19.09,18.36,0.00,0.00,16,15,0,0,16,21,17,20,16,18,0,0,16,15,0,0,16,21,17,20,16,18,0,0,0,0,0,0,9,8,7,16,4,12,0,0,56,1,9,0,0,0,0,0,80,150,105,140,85,0,0,0,560,A
1394,1,29,2,1,1,25,8,1,26,2,0,1,0,1,145,143,8,0,19.03,19.22,19.71,19.83,19.15,17.28,17.82,18.39,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,18,0,0,0,0,17,18,17,18,20,16,17,18,0,0,0,0,4,8,5,6,8,6,4,2,0,0,0,0,42,1,0,0,108,132,120,155,190,183,223,77,0,0,0,0,1188,A
1394,1,33,2,1,0,28,9,2,26,2,0,1,0,1,143,143,8,0,19.76,18.06,19.18,18.61,18.73,19.35,18.63,16.53,0.00,0.00,0.00,0.00,17,16,17,18,20,20,19,16,0,0,0,0,17,16,17,18,20,20,19,16,0,0,0,0,4,4,4,9,9,2,1,2,0,0,0,0,34,1,0,0,55,43,72,80,50,63,54,27,0,0,0,0,444,A
1394,1,32,2,1,1,32,8,2,26,2,1,1,0,1,143,143,8,0,19.71,19.25,17.83,18.50,19.45,19.56,19.41,19.39,0.00,0.00,0.00,0.00,17,14,15,18,20,18,17,18,0,0,0,0,17,14,15,18,20,18,17,18,0,0,0,0,3,7,11,7,12,14,7,17,0,0,0,0,78,1,0,0,165,164,190,141,216,130,174,190,0,0,0,0,1370,A
1394,1,29,2,1,1,24,8,1,26,1,0,1,4,1,143,143,8,0,19.65,19.17,19.41,18.61,19.30,18.39,17.24,17.06,0.00,0.00,0.00,0.00,17,18,17,18,20,18,17,16,0,0,0,0,17,18,17,18,20,18,17,16,0,0,0,0,11,13,9,15,14,8,17,8,0,0,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
1394,1,30,2,5,0,23,9,1,26,2,1,1,0,1,151,143,8,0,19.44,19.61,18.27,18.11,19.15,19.34,19.21,19.22,0.00,0.00,0.00,0.00,19,18,21,18,20,16,17,18,0,0,0,0,11,18,21,18,20,16,17,18,0,0,0,0,23,11,26,16,20,10,15,15,0,0,0,0,136,1,0,0,0,0,0,0,0,45,30,50,0,0,0,0,125,A
1394,1,31,2,1,1,23,8,1,26,1,0,1,0,1,143,143,8,0,17.79,18.03,17.38,17.11,16.15,16.39,17.18,17.44,0.00,0.00,0.00,0.00,19,18,17,14,20,18,17,16,0,0,0,0,19,18,17,14,20,18,17,16,0,0,0,0,8,15,8,15,22,15,12,15,0,0,0,0,110,1,0,0,30,50,0,0,45,0,70,150,0,0,0,0,345,B
1392,1,25,2,5,0,28,8,2,26,2,0,1,0,1,143,143,10,0,19.35,19.47,19.44,19.61,19.06,19.22,17.71,18.29,18.00,18.50,0.00,0.00,17,16,17,18,17,18,17,14,5,2,0,0,17,16,17,18,17,18,17,14,5,2,0,0,2,9,11,16,17,10,20,10,4,0,0,0,98,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,A
1393,1,31,2,1,1,27,8,1,26,2,0,1,0,1,147,143,10,0,19.00,18.39,18.00,16.85,17.92,16.95,16.97,17.11,15.62,0.00,0.00,0.00,19,18,17,18,18,18,17,18,4,0,0,0,19,18,17,15,18,18,16,18,4,0,0,0,7,15,16,17,13,16,11,10,0,0,0,0,104,1,0,0,0,149,110,35,49,20,53,80,0,0,0,0,496,B
1393,1,28,2,1,0,30,5,1,26,2,3,1,0,1,145,145,8,0,18.41,19.18,19.56,19.14,18.11,18.50,17.71,16.25,0.00,0.00,0.00,0.00,22,19,17,14,18,18,17,16,0,0,0,0,22,19,17,14,18,18,17,16,0,0,0,0,4,5,8,9,7,9,12,16,0,0,0,0,69,1,0,0,161,193,160,95,205,132,195,85,0,0,0,0,1226,A
1393,1,28,2,5,0,24,8,1,26,1,0,1,0,1,143,143,8,0,19.24,18.50,19.73,19.25,19.44,19.25,17.56,17.88,0.00,0.00,0.00,0.00,19,18,15,18,18,16,17,20,0,0,0,0,19,18,15,18,18,16,17,20,0,0,0,0,1,13,11,15,18,17,17,19,0,0,0,0,110,1,0,0,219,177,150,100,220,295,200,200,0,0,0,0,1561,A
1393,1,28,2,5,0,25,8,2,26,2,0,1,0,1,143,143,8,0,18.47,18.25,18.88,18.00,18.78,18.14,18.53,16.90,0.00,0.00,0.00,0.00,15,20,17,16,18,18,17,20,0,0,0,0,15,20,17,16,18,18,17,20,0,0,0,0,10,20,15,13,15,19,15,14,0,0,0,0,121,1,0,0,149,262,245,108,115,156,156,116,0,0,0,0,1307,A
1393,1,28,2,1,0,31,5,1,26,2,0,5,0,1,143,143,8,0,19.33,18.97,18.85,19.22,19.12,19.06,17.91,18.45,0.00,0.00,0.00,0.00,15,18,17,18,20,18,17,20,0,0,0,0,15,18,17,18,20,18,17,20,0,0,0,0,4,7,8,16,4,6,7,14,0,0,0,0,65,1,0,0,180,100,99,165,145,148,92,100,0,0,0,0,1029,A
1393,1,28,2,5,0,33,8,1,26,2,0,1,0,1,147,143,8,0,18.35,15.00,18.85,17.53,18.50,19.14,18.82,15.80,0.00,0.00,0.00,0.00,24,19,15,18,14,18,17,20,0,0,0,0,24,17,15,18,14,18,17,18,0,0,0,0,19,23,10,20,17,25,14,19,0,0,0,0,147,1,0,0,274,207,255,254,203,292,244,180,0,0,0,0,1909,A
1393,1,28,2,5,0,21,8,2,26,2,0,1,0,1,143,143,8,0,17.44,17.46,18.44,19.08,19.58,17.72,18.09,18.33,0.00,0.00,0.00,0.00,17,18,17,18,18,18,17,18,0,0,0,0,17,18,17,18,18,18,17,18,0,0,0,0,5,8,9,8,11,18,11,3,0,0,0,0,72,1,0,0,73,75,101,76,110,79,120,166,0,0,0,0,800,A
1393,1,28,2,5,0,21,8,1,26,2,0,1,0,1,149,143,8,0,18.41,17.50,16.24,15.56,18.00,16.78,15.73,15.75,0.00,0.00,0.00,0.00,19,18,17,18,18,18,17,18,0,0,0,0,19,18,17,16,18,16,15,18,0,0,0,0,17,20,21,16,14,25,22,20,0,0,0,0,154,1,0,0,349,337,339,312,306,406,323,309,0,0,0,0,2681,B
1393,1,28,2,1,1,23,8,1,26,2,0,1,0,1,161,143,10,0,17.94,18.44,18.18,16.65,19.17,18.72,17.24,10.00,19.50,19.21,0.00,0.00,19,18,17,20,18,18,17,18,4,12,0,0,19,16,17,20,18,18,17,2,4,12,0,0,18,25,18,16,17,23,27,26,20,3,0,0,192,1,0,0,0,0,245,250,250,339,250,200,200,0,0,0,1734,A
1393,1,28,2,5,0,21,8,2,26,2,0,1,0,1,143,143,8,0,18.12,16.13,17.56,18.31,18.33,18.97,19.12,17.28,0.00,0.00,0.00,0.00,17,18,17,18,18,18,17,18,0,0,0,0,17,18,17,18,18,18,17,18,0,0,0,0,11,14,15,14,11,16,11,17,0,0,0,0,108,1,0,0,139,142,133,100,180,95,140,140,0,0,0,0,1069,B
1393,1,28,2,5,0,23,8,2,26,2,0,1,0,1,160,143,10,0,18.82,16.97,13.85,15.69,18.22,17.85,18.14,18.34,17.00,19.00,0.00,0.00,17,18,17,16,18,20,18,22,4,4,0,0,17,18,12,12,14,16,18,22,4,4,0,0,0,0,0,0,8,6,2,3,11,3,0,0,32,1,0,0,234,190,221,175,104,36,85,0,0,0,0,0,1045,A
